READING_ID,TIMESTAMP,CONTAINER_ID,COMMODITY,CATEGORY,PRICE_PER_KG,SHELF_LIFE_DAYS,OPTIMAL_TEMP_MIN,OPTIMAL_TEMP_MAX,RISK_LEVEL,ROUTE_KEY,SOURCE,DESTINATION,TEMPERATURE,HUMIDITY,VIBRATION,BATTERY_LEVEL,SPEED,LATITUDE,LONGITUDE
R002051,2026-08-03 16:40:38.000 -0700,A109,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Bengaluru -> Kochi,Bengaluru,Kochi,5,45,0.21,43,33.8,17.535808,78.43362
R002053,2026-08-03 16:40:48.000 -0700,A107,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,55,0.96,61,66.7,9.689801,76.197722
R002055,2026-08-03 16:40:58.000 -0700,A113,Strawberries,Fruits,350,7,0,2,High,Kochi -> Mumbai,Kochi,Mumbai,1,95,0.11,71,67.8,18.822438,73.429663
R002059,2026-08-03 16:41:18.000 -0700,A113,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Mumbai -> Goa,Mumbai,Goa,2,95,0.69,42,46.1,13.197053,77.260047
R002061,2026-08-03 16:41:28.000 -0700,A103,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Indore -> Bhopal,Indore,Bhopal,-19,50,0.84,44,53.1,12.953186,77.913421
R002065,2026-08-03 16:41:48.000 -0700,A107,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Indore -> Delhi,Indore,Delhi,5,50,0.48,96,60.3,17.909256,78.926594
R002066,2026-08-03 16:41:53.000 -0700,A107,Ice Cream,Frozen Foods,250,180,-25,-18,High,Nashik -> Jaipur,Nashik,Jaipur,-21.5,46,0.45,44,80.8,19.893552,73.286727
R002067,2026-08-03 16:41:58.000 -0700,A112,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,55,0.96,75,84.9,19.35872,72.895203
R002069,2026-08-03 16:42:08.000 -0700,A108,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Nashik -> Delhi,Nashik,Delhi,-19,43,0.11,63,46.8,12.922175,77.783103
R002070,2026-08-03 16:42:13.000 -0700,A103,Strawberries,Fruits,350,7,0,2,High,Bengaluru -> Chennai,Bengaluru,Chennai,1,94,0.5,69,50.2,19.239625,73.810876
R002072,2026-08-03 16:42:23.000 -0700,A106,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Mumbai -> Jaipur,Mumbai,Jaipur,-19,40,0.82,64,54.6,13.155595,77.436165
R002075,2026-08-03 16:42:38.000 -0700,A102,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Mumbai -> Goa,Mumbai,Goa,1,100,0.31,65,50,12.958481,77.536368
R002076,2026-08-03 16:42:43.000 -0700,A106,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Bengaluru -> Chennai,Bengaluru,Chennai,2,99,0.59,91,53.3,12.84882,77.00007
R002077,2026-08-03 16:42:48.000 -0700,A111,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Mumbai -> Jaipur,Mumbai,Jaipur,6,76,0.52,68,38.7,12.594268,77.786341
R002078,2026-08-03 16:42:53.000 -0700,A102,Strawberries,Fruits,350,7,0,2,High,Mumbai -> Goa,Mumbai,Goa,1,94,0.46,66,82.7,18.576989,73.410534
R002079,2026-08-03 16:42:58.000 -0700,A104,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Kochi -> Bengaluru,Kochi,Bengaluru,0.5,90,0.25,61,60.8,13.421507,77.784769
R002083,2026-08-03 16:43:19.000 -0700,A104,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Mumbai -> Jaipur,Mumbai,Jaipur,5,,0.38,81,52.2,17.818297,78.702847
R002084,2026-08-03 16:43:24.000 -0700,A108,Medicines,Pharmaceuticals,1200,730,15,25,High,Kochi -> Bengaluru,Kochi,Bengaluru,20,58,0.3,94,44.3,17.077266,78.505305
R002085,2026-08-03 16:43:29.000 -0700,A115,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,5,48,0.38,95,83.1,17.207588,78.158631
R002090,2026-08-03 16:43:54.000 -0700,A103,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Delhi -> Amritsar,Delhi,Amritsar,5,44,0.12,80,61.2,17.485312,78.832578
R002092,2026-08-03 16:44:04.000 -0700,A105,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Ahmedabad -> Delhi,Ahmedabad,Delhi,-19,44,0.95,88,53.2,19.066802,72.676559
R002093,2026-08-03 16:44:09.000 -0700,A105,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Nagpur -> Raipur,Nagpur,Raipur,5,41,0.13,51,84.3,17.656699,78.861663
R002095,2026-08-03 16:44:19.000 -0700,A104,Ice Cream,Frozen Foods,250,180,-25,-18,High,Kochi -> Bengaluru,Kochi,Bengaluru,-21.5,48,0.9,40,34.9,19.974193,73.008939
R002100,2026-08-03 16:44:44.000 -0700,A111,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Bengaluru -> Kochi,Bengaluru,Kochi,5,48,0.38,68,67.6,17.311162,78.916533
R002101,2026-08-03 16:44:49.000 -0700,A102,Vaccines,Pharmaceuticals,5000,365,2,8,Critical,Kochi -> Bengaluru,Kochi,Bengaluru,5,50,0.11,61,87.1,17.384911,78.153804
R002104,2026-08-03 16:45:04.000 -0700,A115,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Nagpur -> Hyderabad,Nagpur,Hyderabad,-19,40,0.72,66,47.2,19.836197,73.418232
R002105,2026-08-03 16:45:09.000 -0700,A102,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Hyderabad -> Chennai,Hyderabad,Chennai,-19,46,0.79,60,57.2,9.877737,76.230545
R002106,2026-08-03 16:45:14.000 -0700,A101,Medicines,Pharmaceuticals,1200,730,15,25,High,Hyderabad -> Chennai,Hyderabad,Chennai,20,50,0.41,79,71.9,17.90884,78.280479
R002107,2026-08-03 16:45:19.000 -0700,A113,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,3,99,0.3,73,63.3,12.741678,77.401703
R002108,2026-08-03 16:45:24.000 -0700,A104,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Ahmedabad -> Delhi,Ahmedabad,Delhi,-19,48,0.45,44,73.7,19.957437,72.897616
R002110,2026-08-03 16:45:34.000 -0700,A112,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Kochi -> Mumbai,Kochi,Mumbai,0.5,90,0.43,93,54.1,12.651621,77.495074
R002114,2026-08-03 16:45:54.000 -0700,A102,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Kolkata -> Guwahati,Kolkata,Guwahati,5,48,0.22,75,82.6,17.488729,78.592094
R002115,2026-08-03 16:45:59.000 -0700,A114,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Lucknow -> Patna,Lucknow,Patna,3,96,0.7,61,53.9,13.330374,77.38943
R002116,2026-08-03 16:46:04.000 -0700,A112,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Ahmedabad -> Delhi,Ahmedabad,Delhi,-19,50,0.3,51,80.1,19.99573,72.978514
R002118,2026-08-03 16:46:14.000 -0700,A111,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Ahmedabad -> Delhi,Ahmedabad,Delhi,5,39,0.42,74,79.6,17.530971,78.171473
R002119,2026-08-03 16:46:19.000 -0700,A112,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Pune -> Lucknow,Pune,Lucknow,-19,50,0.63,71,60.5,10.074021,76.335091
R002120,2026-08-03 16:46:24.000 -0700,A110,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Nashik -> Delhi,Nashik,Delhi,-19,56,0.86,74,78.7,9.962484,76.002341
R002121,2026-08-03 16:46:29.000 -0700,A103,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Mumbai -> Jaipur,Mumbai,Jaipur,0.5,93,0.79,77,65.5,12.916723,77.754477
R002124,2026-08-03 16:46:44.000 -0700,A111,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,3,95,0.11,71,33.8,13.366877,77.693594
R002135,2026-08-03 16:47:40.000 -0700,A106,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Mumbai -> Delhi,Mumbai,Delhi,6,78,0.76,98,84.8,13.269438,77.747902
R002137,2026-08-03 16:47:50.000 -0700,A113,Medicines,Pharmaceuticals,1200,730,15,25,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,20,42,0.24,62,84.8,17.438637,78.455723
R002138,2026-08-03 16:47:55.000 -0700,A103,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,-25,49,0.25,47,85.1,17.256543,78.230072
R002139,2026-08-03 16:48:00.000 -0700,A106,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,45,0.95,59,72.7,10.217989,76.489472
R002140,2026-08-03 16:48:05.000 -0700,A101,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Bengaluru -> Chennai,Bengaluru,Chennai,5,48,0.47,83,59.3,17.439922,78.088486
R002142,2026-08-03 16:48:15.000 -0700,A114,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Mumbai -> Delhi,Mumbai,Delhi,6,79,0.45,44,37.7,12.517651,77.686652
R002150,2026-08-03 16:48:55.000 -0700,A115,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,6,79,0.55,97,62.3,13.275704,77.758345
R002151,2026-08-03 16:49:00.000 -0700,A111,Strawberries,Fruits,350,7,0,2,High,Mumbai -> Goa,Mumbai,Goa,1,95,0.25,94,44.2,19.275691,73.218486
R002154,2026-08-03 16:49:15.000 -0700,A107,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Pune -> Nagpur,Pune,Nagpur,3,95,0.66,73,41.6,12.550839,77.497018
R002156,2026-08-03 16:49:25.000 -0700,A106,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Nashik -> Delhi,Nashik,Delhi,2,98,0.27,55,39.2,12.78675,77.068643
R002159,2026-08-03 16:49:40.000 -0700,A111,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Bengaluru -> Chennai,Bengaluru,Chennai,5,47,0.34,72,34.6,17.535678,78.610313
R002160,2026-08-03 16:49:45.000 -0700,A115,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Pune -> Hyderabad,Pune,Hyderabad,0.5,94,0.55,98,63,12.511699,77.115908
R002161,2026-08-03 16:49:50.000 -0700,A104,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Ahmedabad -> Delhi,Ahmedabad,Delhi,-19,40,0.84,72,86.2,19.758832,73.438303
R002165,2026-08-03 16:50:10.000 -0700,A103,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Kochi -> Mumbai,Kochi,Mumbai,0.5,94,0.67,69,34.5,12.502307,77.375762
R002166,2026-08-03 16:50:15.000 -0700,A110,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Chennai -> Coimbatore,Chennai,Coimbatore,5,44,0.27,86,63.1,17.882231,78.041984
R002169,2026-08-03 16:50:30.000 -0700,A110,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Ahmedabad -> Delhi,Ahmedabad,Delhi,5,32,0.33,80,44.2,17.211435,78.141106
R002170,2026-08-03 16:50:35.000 -0700,A111,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,6,68,0.24,72,62.1,13.123066,77.219974
R002176,2026-08-03 16:51:05.000 -0700,A106,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,40,0.45,57,54.7,19.174951,73.436796
R002177,2026-08-03 16:51:10.000 -0700,A110,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Kochi -> Mumbai,Kochi,Mumbai,0.5,94,0.24,95,41.6,13.033903,77.232517
R002180,2026-08-03 16:51:25.000 -0700,A111,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,3,96,0.64,44,82.8,13.138862,77.664535
R002182,2026-08-03 16:51:35.000 -0700,A111,Medicines,Pharmaceuticals,1200,730,15,25,High,Nashik -> Delhi,Nashik,Delhi,20,46,0.47,55,67.3,17.857753,78.604707
R002183,2026-08-03 16:51:40.000 -0700,A109,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Chennai -> Coimbatore,Chennai,Coimbatore,-19,48,0.86,69,50.8,19.502948,72.518106
R002185,2026-08-03 16:51:50.000 -0700,A113,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Delhi -> Amritsar,Delhi,Amritsar,-25,39,0.28,96,45.1,17.444019,78.081467
R002186,2026-08-03 16:51:55.000 -0700,A107,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Mumbai -> Jaipur,Mumbai,Jaipur,2,97,0.24,47,89.7,13.202549,77.047686
R002187,2026-08-03 16:52:00.000 -0700,A105,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Indore -> Bhopal,Indore,Bhopal,-25,31,0.14,53,34.6,17.222871,78.383266
R002189,2026-08-03 16:52:10.000 -0700,A108,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Chennai -> Coimbatore,Chennai,Coimbatore,-19,43,0.34,97,42.4,9.622381,76.455153
R002192,2026-08-03 16:52:25.000 -0700,A110,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Chennai -> Coimbatore,Chennai,Coimbatore,5,31,0.21,66,58.6,17.206298,78.993939
R002193,2026-08-03 16:52:30.000 -0700,A108,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Kochi -> Mumbai,Kochi,Mumbai,-19,49,0.55,94,84.8,10.458063,76.804621
R002194,2026-08-03 16:52:35.000 -0700,A102,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Nashik -> Delhi,Nashik,Delhi,-19,55,0.44,81,86.9,13.442541,77.55921
R002195,2026-08-03 16:52:40.000 -0700,A103,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Nashik -> Delhi,Nashik,Delhi,0.5,95,0.65,61,79.7,12.911676,77.171772
R002196,2026-08-03 16:52:45.000 -0700,A102,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,6,72,0.65,53,82.8,12.793433,77.576995
R002197,2026-08-03 16:52:50.000 -0700,A101,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Indore -> Delhi,Indore,Delhi,-19,59,0.15,50,88.3,12.91945,77.245874
R002198,2026-08-03 16:52:55.000 -0700,A109,Ice Cream,Frozen Foods,250,180,-25,-18,High,Nagpur -> Raipur,Nagpur,Raipur,-21.5,47,0.71,87,42.5,19.950559,72.629753
R002200,2026-08-03 16:53:06.000 -0700,A109,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Bengaluru -> Chennai,Bengaluru,Chennai,0.5,,0.1,46,47.5,12.798324,77.685018
R002202,2026-08-03 16:53:16.000 -0700,A113,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,44,0.24,73,84.9,19.299684,73.437092
R002203,2026-08-03 16:53:21.000 -0700,A110,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Pune -> Lucknow,Pune,Lucknow,1,98,0.37,95,63.5,12.533594,77.488124
R002204,2026-08-03 16:53:26.000 -0700,A110,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Pune -> Nagpur,Pune,Nagpur,-19,47,0.27,45,37.6,10.423847,76.720897
R002205,2026-08-03 16:53:31.000 -0700,A107,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,5,37,0.29,74,80.3,17.732139,78.883231
R002206,2026-08-03 16:53:36.000 -0700,A115,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Pune -> Nagpur,Pune,Nagpur,0.5,94,0.11,74,36.5,12.540994,77.527914
R002207,2026-08-03 16:53:41.000 -0700,A106,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Bengaluru -> Chennai,Bengaluru,Chennai,5,49,0.48,96,80.1,17.661203,78.974845
R002208,2026-08-03 16:53:46.000 -0700,A113,Vaccines,Pharmaceuticals,5000,365,2,8,Critical,Nashik -> Delhi,Nashik,Delhi,5,42,0.37,81,57.9,17.575027,78.065056
R002215,2026-08-03 16:54:21.000 -0700,A106,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Chennai -> Coimbatore,Chennai,Coimbatore,5,40,0.12,52,31.8,17.370087,78.963874
R002216,2026-08-03 16:54:26.000 -0700,A105,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Surat -> Pune,Surat,Pune,0.5,94,0.73,97,86.2,12.973539,77.96918
R002217,2026-08-03 16:54:31.000 -0700,A105,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Nashik -> Jaipur,Nashik,Jaipur,3,100,0.19,70,85.2,12.620058,77.310776
R002223,2026-08-03 16:55:01.000 -0700,A107,Strawberries,Fruits,350,7,0,2,High,Hyderabad -> Chennai,Hyderabad,Chennai,1,91,0.47,68,60.6,18.604275,73.145091
R002224,2026-08-03 16:55:06.000 -0700,A106,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Hyderabad -> Chennai,Hyderabad,Chennai,-19,41,0.33,97,82,9.844141,76.004456
R002226,2026-08-03 16:55:16.000 -0700,A106,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Surat -> Pune,Surat,Pune,-25,40,0.23,58,80.5,17.593051,78.619905
R002227,2026-08-03 16:55:21.000 -0700,A106,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Mumbai -> Goa,Mumbai,Goa,5,32,0.18,80,55.2,17.554171,78.426755
R002228,2026-08-03 16:55:26.000 -0700,A106,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Delhi -> Amritsar,Delhi,Amritsar,-25,30,0.14,65,62.1,17.199648,78.716845
R002229,2026-08-03 16:55:31.000 -0700,A105,Strawberries,Fruits,350,7,0,2,High,Ahmedabad -> Delhi,Ahmedabad,Delhi,1,91,0.32,83,55.2,18.507932,73.34317
R002231,2026-08-03 16:55:41.000 -0700,A101,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,3,100,0.13,96,86.9,13.244167,77.506185
R002236,2026-08-03 16:56:06.000 -0700,A102,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Pune -> Nagpur,Pune,Nagpur,1,100,0.56,49,57.3,13.271504,77.997674
R002237,2026-08-03 16:56:11.000 -0700,A102,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Lucknow -> Patna,Lucknow,Patna,-19,43,0.16,68,49.7,13.017381,77.775943
R002241,2026-08-03 16:56:31.000 -0700,A115,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,48,0.89,76,86.1,12.912329,77.727852
R002242,2026-08-03 16:56:36.000 -0700,A110,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Pune -> Hyderabad,Pune,Hyderabad,-25,48,0.14,45,85.7,17.866702,78.292952
R002248,2026-08-03 16:57:06.000 -0700,A104,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,56,0.38,55,71.1,19.646494,72.770704
R002249,2026-08-03 16:57:11.000 -0700,A111,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Nagpur -> Raipur,Nagpur,Raipur,5,36,0.43,85,40.8,17.341,78.743374
R002251,2026-08-03 16:57:21.000 -0700,A113,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Kochi -> Mumbai,Kochi,Mumbai,5,32,0.3,93,37.1,17.384383,78.665577
R002252,2026-08-03 16:57:26.000 -0700,A114,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Kochi -> Mumbai,Kochi,Mumbai,-19,,0.47,41,81.8,9.856513,76.052635
R002253,2026-08-03 16:57:31.000 -0700,A104,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Bengaluru -> Chennai,Bengaluru,Chennai,-19,55,0.78,70,50.8,12.657728,77.928703
R002254,2026-08-03 16:57:36.000 -0700,A111,Medicines,Pharmaceuticals,1200,730,15,25,High,Kolkata -> Guwahati,Kolkata,Guwahati,20,48,0.48,95,89.7,17.010875,78.174708
R002256,2026-08-03 16:57:47.000 -0700,A115,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Hyderabad -> Chennai,Hyderabad,Chennai,6,78,0.29,50,75.3,13.040661,77.649676
R002257,2026-08-03 16:57:52.000 -0700,A108,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Hyderabad -> Chennai,Hyderabad,Chennai,-19,57,0.13,58,48.6,9.857759,76.014032
R000004,2026-08-03 22:10:54.000 -0700,A104,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Nashik -> Delhi,Nashik,Delhi,3,99,0.53,84,58.9,13.375657,77.446644
R000006,2026-08-03 22:11:04.000 -0700,A107,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Ahmedabad -> Delhi,Ahmedabad,Delhi,5,45,0.3,62,84,17.923769,78.147481
R000007,2026-08-03 22:11:09.000 -0700,A114,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Indore -> Bhopal,Indore,Bhopal,5,30,0.41,48,87.4,17.347194,78.1799
R000011,2026-08-03 22:11:29.000 -0700,A111,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,45,0.56,90,86.8,10.054277,76.434016
R000015,2026-08-03 22:11:49.000 -0700,A106,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,-25,35,0.23,93,59.4,17.134711,78.177629
R000019,2026-08-03 22:12:09.000 -0700,A111,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Bengaluru -> Chennai,Bengaluru,Chennai,-19,57,0.69,53,36.7,19.183194,72.881936
R000020,2026-08-03 22:12:14.000 -0700,A107,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Nagpur -> Raipur,Nagpur,Raipur,5,41,0.29,85,40.7,17.75231,78.97892
R000021,2026-08-03 22:12:19.000 -0700,A113,Strawberries,Fruits,350,7,0,2,High,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,1,90,0.36,49,70.9,18.840505,73.982113
R000026,2026-08-03 22:12:44.000 -0700,A113,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Mumbai -> Goa,Mumbai,Goa,2,98,0.41,42,33.8,12.718072,77.468925
R000027,2026-08-03 22:12:49.000 -0700,A114,Frozen Chicken,Frozen Foods,320,365,-20,-18,High,Bengaluru -> Kochi,Bengaluru,Kochi,-19,58,0.36,45,52.5,12.54835,77.454125
R000028,2026-08-03 22:12:54.000 -0700,A106,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,1,96,0.4,96,69.9,13.222951,77.515174
R000029,2026-08-03 22:12:59.000 -0700,A106,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Delhi -> Amritsar,Delhi,Amritsar,-19,47,0.95,49,88.3,19.593212,73.466465
R000031,2026-08-03 22:13:09.000 -0700,A113,Antibiotics,Pharmaceuticals,1500,365,2,8,High,Indore -> Delhi,Indore,Delhi,5,39,0.13,74,48.4,17.507147,78.461852
R000032,2026-08-03 22:13:15.000 -0700,A109,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Nagpur -> Hyderabad,Nagpur,Hyderabad,-19,56,0.52,85,82.6,19.172742,73.029219
R000033,2026-08-03 22:13:20.000 -0700,A102,Frozen Fish,Frozen Foods,450,180,-20,-18,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,41,0.17,43,83.8,9.501157,76.043554
R000035,2026-08-03 22:13:30.000 -0700,A114,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Kochi -> Mumbai,Kochi,Mumbai,2,100,0.15,84,43.7,13.107319,77.163827
R000036,2026-08-03 22:13:35.000 -0700,A110,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,3,,0.38,90,87.1,13.156323,77.371558
R000037,2026-08-03 22:13:40.000 -0700,A102,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Pune -> Hyderabad,Pune,Hyderabad,3,96,0.4,54,46,13.384159,77.970352
R000040,2026-08-03 22:13:55.000 -0700,A109,Kiwi,Exotic Fruits & Vegetables,320,45,0,1,High,Pune -> Nagpur,Pune,Nagpur,0.5,94,0.66,60,38.2,13.035035,77.177506
R000042,2026-08-03 22:14:05.000 -0700,A106,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Delhi -> Amritsar,Delhi,Amritsar,-25,45,0.28,72,59.2,17.065911,78.888142
R000044,2026-08-03 22:14:15.000 -0700,A106,Blood Plasma,Pharmaceuticals,8000,365,-30,-20,Critical,Delhi -> Amritsar,Delhi,Amritsar,-25,47,0.23,74,39.9,17.759218,78.92473
R000045,2026-08-03 22:14:20.000 -0700,A109,Frozen Meat,Frozen Foods,700,365,-20,-18,Critical,Indore -> Bhopal,Indore,Bhopal,-19,46,0.79,99,60.9,19.404203,72.772107
R000050,2026-08-03 22:14:45.000 -0700,A107,Avocados,Exotic Fruits & Vegetables,280,21,4,8,High,Kolkata -> Guwahati,Kolkata,Guwahati,6,74,0.28,86,62.2,13.069788,77.088943
R000052,2026-08-03 22:14:55.000 -0700,A103,Biologics,Pharmaceuticals,6000,365,2,8,Critical,Bengaluru -> Kochi,Bengaluru,Kochi,5,30,0.24,83,57.1,17.944931,78.924831
R000053,2026-08-03 22:15:00.000 -0700,A106,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Kochi -> Bengaluru,Kochi,Bengaluru,5,42,0.32,91,59.3,17.945343,78.294928
R000054,2026-08-03 22:15:05.000 -0700,A103,Frozen Prawns,Frozen Foods,650,180,-20,-18,Critical,Nagpur -> Hyderabad,Nagpur,Hyderabad,-19,47,0.72,93,54,10.416344,76.402644
R000055,2026-08-03 22:15:10.000 -0700,A109,Broccoli,Exotic Fruits & Vegetables,180,14,0,4,High,Indore -> Bhopal,Indore,Bhopal,2,,0.19,52,43.9,12.799323,77.503757
R000060,2026-08-03 22:15:35.000 -0700,A101,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Lucknow -> Patna,Lucknow,Patna,3,97,0.67,89,73.5,13.112641,77.743806
R000062,2026-08-03 22:15:45.000 -0700,A111,Lettuce,Exotic Fruits & Vegetables,90,7,0,2,High,Kochi -> Bengaluru,Kochi,Bengaluru,1,100,0.55,69,74.8,12.876225,77.885337
R000063,2026-08-03 22:15:50.000 -0700,A115,Insulin,Pharmaceuticals,3500,365,2,8,Critical,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,5,42,0.33,55,80.4,17.395301,78.801788
