READING_ID,TIMESTAMP,CONTAINER_ID,COMMODITY,CATEGORY,SOURCE,DESTINATION,TEMPERATURE,HUMIDITY,VIBRATION,BATTERY_LEVEL,SPEED,LATITUDE,LONGITUDE,INGESTED_AT
R001628,2026-08-04 00:29:04.000 -0700,A108,Frozen Prawns,Frozen Foods,Indore,Bhopal,-19.02,59,0.95,70,78.1,9.699396,76.842277,2026-08-03 11:59:04.594 -0700
R001629,2026-08-04 00:29:09.000 -0700,A114,Capsicum,Vegetables,Nagpur,Hyderabad,8.47,92,0.19,94,85,12.579616,77.390048,2026-08-03 11:59:09.604 -0700
R001630,2026-08-04 00:29:14.000 -0700,A114,Cauliflower,Vegetables,Bengaluru,Kochi,0.07,100,0.45,48,77.8,30.415057,76.878327,2026-08-03 11:59:14.600 -0700
R001631,2026-08-04 00:29:19.000 -0700,A103,Onion,Vegetables,Lucknow,Patna,8.26,74,0.56,68,57.4,20.271146,74.528247,2026-08-03 11:59:19.633 -0700
R001632,2026-08-04 00:29:24.000 -0700,A113,Cauliflower,Vegetables,Delhi,Amritsar,1.52,95,0.6,81,67.9,30.472646,76.5928,2026-08-03 11:59:24.639 -0700
R001633,2026-08-04 00:29:29.000 -0700,A107,Frozen Prawns,Frozen Foods,Ahmedabad,Delhi,,42,0.29,44,68.1,10.094362,76.811103,2026-08-03 11:59:29.659 -0700
R001634,2026-08-04 00:29:34.000 -0700,A112,Cabbage,Vegetables,Surat,Pune,1.62,98,0.57,87,51.7,30.015699,76.905082,2026-08-03 11:59:34.685 -0700
R001635,2026-08-04 00:29:39.000 -0700,A115,Green Peas,Vegetables,Hyderabad,Chennai,1.9,94,0.39,68,86.9,30.368555,76.313896,2026-08-03 11:59:39.705 -0700
R001636,2026-08-04 00:29:44.000 -0700,A103,Frozen Prawns,Frozen Foods,Lucknow,Patna,-18.16,43,0.73,56,89.6,9.787873,76.270102,2026-08-03 11:59:44.720 -0700
R001637,2026-08-04 00:29:49.000 -0700,A104,Frozen Corn,Frozen Foods,Chennai,Coimbatore,-19.15,60,0.57,64,48.3,22.30957,75.214679,2026-08-03 11:59:49.722 -0700
R001638,2026-08-04 00:29:54.000 -0700,A108,Green Peas,Vegetables,Lucknow,Patna,0.6,90,0.12,63,40.5,30.319523,76.695574,2026-08-03 11:59:54.757 -0700
R001639,2026-08-04 00:29:59.000 -0700,A103,Green Peas,Vegetables,Surat,Pune,4.09,91,0.78,54,82.4,30.722821,76.041414,2026-08-03 11:59:59.766 -0700
R001640,2026-08-04 00:30:04.000 -0700,A108,Medicines,Pharmaceuticals,Hyderabad,Kolkata,17.31,41,0.13,85,54.9,17.395094,78.481857,2026-08-03 12:00:04.807 -0700
R001641,2026-08-04 00:30:09.000 -0700,A102,Kiwi,Exotic Fruits & Vegetables,Kochi,Mumbai,6.79,91,0.33,72,78.5,13.378707,77.56152,2026-08-03 12:00:09.812 -0700
R001642,2026-08-04 00:30:14.000 -0700,A104,Frozen Prawns,Frozen Foods,Nashik,Delhi,-19.48,41,0.4,48,79.7,9.853324,76.517697,2026-08-03 12:00:14.832 -0700
R001643,2026-08-04 00:30:19.000 -0700,A110,Capsicum,Vegetables,Kolkata,Guwahati,7.95,95,0.23,97,70.5,12.990542,77.407505,2026-08-03 12:00:19.841 -0700
R001644,2026-08-04 00:30:24.000 -0700,A110,Ice Cream,Frozen Foods,Indore,Bhopal,-19.85,46,0.31,77,31.3,19.09746,73.321802,2026-08-03 12:00:24.859 -0700
R001645,2026-08-04 00:30:29.000 -0700,A106,Pineapple,Fruits,Mumbai,Goa,7.98,88,0.69,40,73.9,10.282095,77.289509,2026-08-03 12:00:29.892 -0700
R001646,2026-08-04 00:30:34.000 -0700,A104,Dragon Fruit,Exotic Fruits & Vegetables,Nagpur,Raipur,7.08,89,0.42,84,46.9,17.804556,78.372231,2026-08-03 12:00:34.911 -0700
R001647,2026-08-04 00:30:39.000 -0700,A111,Frozen Prawns,Frozen Foods,Mumbai,Ahmedabad,-19.79,41,0.99,62,40.6,9.953256,76.270393,2026-08-03 12:00:39.935 -0700
R001648,2026-08-04 00:30:44.000 -0700,A112,Broccoli,Exotic Fruits & Vegetables,Mumbai,Jaipur,8.01,96,0.57,59,30.3,12.513333,77.861046,2026-08-03 12:00:44.927 -0700
R001649,2026-08-04 00:30:49.000 -0700,A115,Pineapple,Fruits,Nagpur,Raipur,9.42,85,0.66,58,40.5,11.093863,77.329739,2026-08-03 12:00:49.931 -0700
R001650,2026-08-04 00:30:54.000 -0700,A110,Frozen Fish,Frozen Foods,Chennai,Coimbatore,-19.75,49,0.27,69,49.6,9.911955,76.077783,2026-08-03 12:00:54.965 -0700
R001651,2026-08-04 00:30:59.000 -0700,A105,Frozen Chicken,Frozen Foods,Mumbai,Delhi,,54,0.59,85,57.6,12.6734,77.439051,2026-08-03 12:00:59.989 -0700
R001652,2026-08-04 00:31:04.000 -0700,A102,Orange,Fruits,Pune,Nagpur,5.29,90,0.13,76,55.4,20.59607,78.198517,2026-08-03 12:01:05.013 -0700
R001653,2026-08-04 00:31:09.000 -0700,A108,Potato,Vegetables,Indore,Delhi,7.49,95,0.77,87,78.7,22.10963,75.08877,2026-08-03 12:01:10.037 -0700
R001654,2026-08-04 00:31:14.000 -0700,A102,Banana,Fruits,Kolkata,Guwahati,14.94,87,0.42,53,42,17.317438,81.372244,2026-08-03 12:01:15.044 -0700
R001655,2026-08-04 00:31:20.000 -0700,A114,Carrot,Vegetables,Mumbai,Goa,3.05,99,0.26,48,67.2,30.859432,76.970957,2026-08-03 12:01:20.079 -0700
R001656,2026-08-04 00:31:25.000 -0700,A107,Broccoli,Exotic Fruits & Vegetables,Ahmedabad,Delhi,0.73,99,0.38,86,89,12.57049,77.452357,2026-08-03 12:01:25.071 -0700
R001657,2026-08-04 00:31:30.000 -0700,A101,Capsicum,Vegetables,Pune,Hyderabad,7.85,90,0.76,60,54.9,12.733922,77.08624,2026-08-03 12:01:30.102 -0700
R001658,2026-08-04 00:31:35.000 -0700,A105,Papaya,Fruits,Mumbai,Jaipur,16.67,87,0.43,85,62.3,16.228652,78.943506,2026-08-03 12:01:35.121 -0700
R001659,2026-08-04 00:31:40.000 -0700,A113,Frozen French Fries,Frozen Foods,Chennai,Coimbatore,-19.22,55,0.26,57,46,19.587597,72.547275,2026-08-03 12:01:40.138 -0700
R001660,2026-08-04 00:31:45.000 -0700,A108,Onion,Vegetables,Nagpur,Hyderabad,3.47,67,0.23,56,85.5,20.407139,74.690995,2026-08-03 12:01:45.164 -0700
R001661,2026-08-04 00:31:50.000 -0700,A106,Strawberries,Fruits,Mumbai,Jaipur,1.35,93,0.24,70,83.2,19.422812,73.56976,2026-08-03 12:01:50.173 -0700
R001662,2026-08-04 00:31:55.000 -0700,A114,Capsicum,Vegetables,Kolkata,Guwahati,9.08,92,0.48,76,83.2,12.720364,77.667329,2026-08-03 12:01:55.207 -0700
R001663,2026-08-04 00:32:00.000 -0700,A105,Banana,Fruits,Nashik,Jaipur,13.71,91,0.32,88,88.4,17.271981,81.441593,2026-08-03 12:02:00.220 -0700
R001664,2026-08-04 00:32:05.000 -0700,A107,Mango,Fruits,Mumbai,Delhi,12.65,90,0.41,87,46.8,18.069215,73.921392,2026-08-03 12:02:05.236 -0700
R001665,2026-08-04 00:32:10.000 -0700,A106,Cabbage,Vegetables,Kochi,Mumbai,0.32,99,0.26,62,67.1,30.428836,76.60252,2026-08-03 12:02:10.258 -0700
R001666,2026-08-04 00:32:15.000 -0700,A102,Blood Plasma,Pharmaceuticals,Nagpur,Raipur,-27.18,35,0.12,41,65.3,17.229038,78.32045,2026-08-03 12:02:15.273 -0700
R001667,2026-08-04 00:32:20.000 -0700,A107,Grapes,Fruits,Mumbai,Jaipur,0.22,93,0.45,40,35.3,19.218666,73.090502,2026-08-03 12:02:20.297 -0700
R001668,2026-08-04 00:32:25.000 -0700,A102,Papaya,Fruits,Kochi,Mumbai,12.73,86,0.7,73,63.9,17.815326,79.276587,2026-08-03 12:02:25.319 -0700
R001669,2026-08-04 00:32:30.000 -0700,A102,Lettuce,Exotic Fruits & Vegetables,Mumbai,Ahmedabad,8.29,97,0.74,59,43,12.943524,77.077168,2026-08-03 12:02:30.336 -0700
R001670,2026-08-04 00:32:35.000 -0700,A111,Tomato,Vegetables,Mumbai,Goa,9.49,85,0.6,86,72.4,22.022701,75.089861,2026-08-03 12:02:35.358 -0700
R001671,2026-08-04 00:32:40.000 -0700,A107,Dragon Fruit,Exotic Fruits & Vegetables,Kolkata,Guwahati,,86,0.34,100,70.2,17.256588,78.121896,2026-08-03 12:02:40.371 -0700
R001672,2026-08-04 00:32:45.000 -0700,A101,Frozen Fish,Frozen Foods,Hyderabad,Kolkata,-19.76,46,0.85,97,58.3,10.320134,76.705357,2026-08-03 12:02:45.397 -0700
R001673,2026-08-04 00:32:50.000 -0700,A102,Dragon Fruit,Exotic Fruits & Vegetables,Ahmedabad,Delhi,9.36,89,0.47,81,35.6,17.997017,78.317086,2026-08-03 12:02:50.417 -0700
R001674,2026-08-04 00:32:55.000 -0700,A103,Lettuce,Exotic Fruits & Vegetables,Visakhapatnam,Bhubaneswar,0.64,96,0.13,96,40.8,12.899627,77.455369,2026-08-03 12:02:55.433 -0700
R001675,2026-08-04 00:33:00.000 -0700,A114,Tomato,Vegetables,Nagpur,Raipur,9.18,90,0.42,68,43.5,22.107925,75.540937,2026-08-03 12:03:00.456 -0700
R001676,2026-08-04 00:33:05.000 -0700,A112,Grapes,Fruits,Pune,Nagpur,1.32,95,0.55,62,81.7,19.418527,73.47739,2026-08-03 12:03:05.722 -0700
R001677,2026-08-04 00:33:10.000 -0700,A114,Broccoli,Exotic Fruits & Vegetables,Indore,Delhi,,96,0.73,71,40.4,12.864734,77.250481,2026-08-03 12:03:10.461 -0700
R001678,2026-08-04 00:33:15.000 -0700,A108,Frozen Corn,Frozen Foods,Mumbai,Goa,-18.52,47,0.72,46,74.7,22.936111,75.024164,2026-08-03 12:03:15.501 -0700
R001679,2026-08-04 00:33:20.000 -0700,A112,Mango,Fruits,Nashik,Delhi,12.62,88,0.54,66,65.9,17.241128,75.490191,2026-08-03 12:03:20.510 -0700
R001680,2026-08-04 00:33:25.000 -0700,A104,Blood Plasma,Pharmaceuticals,Bengaluru,Kochi,-25.63,31,0.27,47,65.7,17.255281,78.329081,2026-08-03 12:03:25.544 -0700
R001681,2026-08-04 00:33:30.000 -0700,A101,Frozen Chicken,Frozen Foods,Delhi,Amritsar,-18.13,54,0.81,99,44.7,13.473793,77.863734,2026-08-03 12:03:30.531 -0700
R001682,2026-08-04 00:33:35.000 -0700,A101,Insulin,Pharmaceuticals,Hyderabad,Kolkata,,37,0.23,56,56.5,17.408136,78.007081,2026-08-03 12:03:35.558 -0700
R001683,2026-08-04 00:33:40.000 -0700,A105,Avocados,Exotic Fruits & Vegetables,Mumbai,Ahmedabad,,68,0.45,69,65.7,12.913347,77.946953,2026-08-03 12:03:40.576 -0700
R001684,2026-08-04 00:33:45.000 -0700,A101,Antibiotics,Pharmaceuticals,Bengaluru,Kochi,3.51,31,0.2,66,64,17.847394,78.047283,2026-08-03 12:03:45.603 -0700
R001685,2026-08-04 00:33:50.000 -0700,A115,Carrot,Vegetables,Hyderabad,Kolkata,2.16,95,0.78,87,84.7,30.659963,76.793699,2026-08-03 12:03:50.616 -0700
R001686,2026-08-04 00:33:55.000 -0700,A101,Insulin,Pharmaceuticals,Pune,Hyderabad,,32,0.14,46,43.5,17.904787,78.133804,2026-08-03 12:03:55.605 -0700
R001687,2026-08-04 00:34:00.000 -0700,A115,Insulin,Pharmaceuticals,Mumbai,Jaipur,2.68,32,0.48,55,74.3,17.287853,78.488432,2026-08-03 12:04:00.623 -0700
R001688,2026-08-04 00:34:05.000 -0700,A113,Orange,Fruits,Indore,Bhopal,3.35,87,0.46,70,80.6,21.717387,79.061961,2026-08-03 12:04:05.650 -0700
R001689,2026-08-04 00:34:10.000 -0700,A105,Frozen Fish,Frozen Foods,Lucknow,Patna,-19.38,48,0.53,78,89.7,9.535712,76.316891,2026-08-03 12:04:10.670 -0700
R001690,2026-08-04 00:34:15.000 -0700,A108,Potato,Vegetables,Lucknow,Patna,6.55,94,0.65,68,43.7,22.478185,75.260282,2026-08-03 12:04:15.691 -0700
R001691,2026-08-04 00:34:20.000 -0700,A108,Avocados,Exotic Fruits & Vegetables,Indore,Bhopal,6.46,75,0.62,75,39,13.260672,77.328356,2026-08-03 12:04:20.710 -0700
R001692,2026-08-04 00:34:25.000 -0700,A101,Antibiotics,Pharmaceuticals,Hyderabad,Chennai,3.94,44,0.25,73,51.7,17.040492,78.496989,2026-08-03 12:04:25.719 -0700
R001693,2026-08-04 00:34:30.000 -0700,A107,Frozen Corn,Frozen Foods,Chennai,Coimbatore,-11.69,48,0.69,50,47.2,22.8833,76.305899,2026-08-03 12:04:30.745 -0700
R001694,2026-08-04 00:34:35.000 -0700,A112,Vaccines,Pharmaceuticals,Bengaluru,Kochi,5.29,34,0.38,58,66.1,17.382645,78.244333,2026-08-03 12:04:35.774 -0700
R001695,2026-08-04 00:34:40.000 -0700,A109,Dragon Fruit,Exotic Fruits & Vegetables,Bengaluru,Chennai,,89,0.38,60,54.5,17.683776,78.610291,2026-08-03 12:04:40.778 -0700
R001696,2026-08-04 00:34:45.000 -0700,A108,Frozen Peas,Frozen Foods,Hyderabad,Chennai,-18.85,40,0.83,60,63.7,30.862486,76.770417,2026-08-03 12:04:45.927 -0700
R001697,2026-08-04 00:34:50.000 -0700,A112,Carrot,Vegetables,Indore,Bhopal,0.28,99,0.14,94,52.6,30.380997,76.004331,2026-08-03 12:04:50.836 -0700
R001698,2026-08-04 00:34:55.000 -0700,A101,Pineapple,Fruits,Hyderabad,Bengaluru,8.55,89,0.6,62,33.7,10.684872,76.597251,2026-08-03 12:04:55.851 -0700
R001699,2026-08-04 00:35:00.000 -0700,A107,Biologics,Pharmaceuticals,Visakhapatnam,Bhubaneswar,6.3,36,0.19,97,47.9,17.503414,78.163026,2026-08-03 12:05:00.877 -0700
R001700,2026-08-04 00:35:05.000 -0700,A106,Antibiotics,Pharmaceuticals,Bengaluru,Kochi,5.48,35,0.12,94,46.6,17.892381,78.451826,2026-08-03 12:05:05.892 -0700
R001701,2026-08-04 00:35:10.000 -0700,A112,Broccoli,Exotic Fruits & Vegetables,Kochi,Mumbai,2.13,96,0.46,77,72.4,13.320174,77.01762,2026-08-03 12:05:10.890 -0700
R001702,2026-08-04 00:35:15.000 -0700,A101,Frozen Peas,Frozen Foods,Chennai,Coimbatore,-19.39,58,0.35,88,64.8,30.707533,76.266927,2026-08-03 12:05:15.914 -0700
R001703,2026-08-04 00:35:20.000 -0700,A109,Vaccines,Pharmaceuticals,Pune,Hyderabad,6.73,33,0.38,94,59.6,17.691266,78.39495,2026-08-03 12:05:20.941 -0700
R001704,2026-08-04 00:35:25.000 -0700,A105,Cauliflower,Vegetables,Nashik,Jaipur,1.68,98,0.3,74,76.3,30.037839,76.715133,2026-08-03 12:05:25.957 -0700
R001705,2026-08-04 00:35:30.000 -0700,A109,Grapes,Fruits,Bengaluru,Chennai,0.29,,0.27,67,58.7,19.708577,73.43846,2026-08-03 12:05:30.971 -0700
R001706,2026-08-04 00:35:35.000 -0700,A111,Papaya,Fruits,Mumbai,Goa,10.74,87,0.16,60,79.6,16.253179,79.063117,2026-08-03 12:05:35.994 -0700
R001707,2026-08-04 00:35:40.000 -0700,A103,Frozen Fish,Frozen Foods,Bengaluru,Chennai,-19.27,50,0.8,51,57.9,10.274647,76.141759,2026-08-03 12:05:41.026 -0700
R001708,2026-08-04 00:35:45.000 -0700,A105,Avocados,Exotic Fruits & Vegetables,Mumbai,Goa,4.08,71,0.33,41,48.3,12.977708,77.46727,2026-08-03 12:05:46.038 -0700
R001709,2026-08-04 00:35:50.000 -0700,A104,Cauliflower,Vegetables,Kochi,Mumbai,1.37,98,0.62,43,52.4,30.966077,76.945766,2026-08-03 12:05:51.061 -0700
R001710,2026-08-04 00:35:56.000 -0700,A112,Pineapple,Fruits,Mumbai,Ahmedabad,9.88,87,0.32,81,34.9,11.427121,77.395346,2026-08-03 12:05:56.089 -0700
R001711,2026-08-04 00:36:01.000 -0700,A103,Antibiotics,Pharmaceuticals,Indore,Bhopal,5.28,40,0.26,92,38.8,17.91389,78.303463,2026-08-03 12:06:01.106 -0700
R001712,2026-08-04 00:36:06.000 -0700,A107,Strawberries,Fruits,Nashik,Delhi,0.7,92,0.71,90,52.6,19.188996,73.973408,2026-08-03 12:06:06.134 -0700
R001713,2026-08-04 00:36:11.000 -0700,A106,Carrot,Vegetables,Kochi,Mumbai,9.86,97,0.18,45,69.9,30.604911,76.117721,2026-08-03 12:06:11.145 -0700
R001714,2026-08-04 00:36:16.000 -0700,A112,Onion,Vegetables,Hyderabad,Bengaluru,2.25,72,0.53,60,41.4,20.268638,74.592339,2026-08-03 12:06:16.166 -0700
R001715,2026-08-04 00:36:21.000 -0700,A114,Ice Cream,Frozen Foods,Ahmedabad,Delhi,-22.58,40,0.68,45,59.4,19.285226,73.09933,2026-08-03 12:06:21.190 -0700
R001716,2026-08-04 00:36:26.000 -0700,A110,Insulin,Pharmaceuticals,Indore,Bhopal,4.93,45,0.45,99,51.7,17.210394,78.220968,2026-08-03 12:06:26.188 -0700
R001717,2026-08-04 00:36:31.000 -0700,A106,Biologics,Pharmaceuticals,Indore,Bhopal,2.06,46,0.47,62,81.9,17.182571,78.778174,2026-08-03 12:06:31.219 -0700
R001718,2026-08-04 00:36:36.000 -0700,A115,Carrot,Vegetables,Chennai,Coimbatore,8.49,98,0.65,42,70.7,30.060738,76.572805,2026-08-03 12:06:36.240 -0700
R001719,2026-08-04 00:36:41.000 -0700,A114,Strawberries,Fruits,Lucknow,Patna,,93,0.76,56,82.2,19.420398,73.801523,2026-08-03 12:06:41.263 -0700
R001720,2026-08-04 00:36:46.000 -0700,A105,Carrot,Vegetables,Pune,Nagpur,1.04,97,0.25,64,49.8,30.206023,76.002383,2026-08-03 12:06:46.267 -0700
R001721,2026-08-04 00:36:51.000 -0700,A107,Onion,Vegetables,Pune,Hyderabad,2.54,68,0.78,75,36.7,20.254292,74.293922,2026-08-03 12:06:51.361 -0700
R001722,2026-08-04 00:36:56.000 -0700,A115,Biologics,Pharmaceuticals,Nashik,Jaipur,8.17,44,0.31,84,66.5,17.44623,78.310556,2026-08-03 12:06:56.345 -0700
R001723,2026-08-04 00:37:01.000 -0700,A109,Frozen Fish,Frozen Foods,Kolkata,Guwahati,-18.28,46,0.55,80,87.5,9.748365,76.385127,2026-08-03 12:07:01.406 -0700
R001724,2026-08-04 00:37:06.000 -0700,A103,Strawberries,Fruits,Kochi,Bengaluru,1.03,94,0.79,95,77.5,19.406998,73.052449,2026-08-03 12:07:06.413 -0700
R001725,2026-08-04 00:37:11.000 -0700,A115,Grapes,Fruits,Bengaluru,Kochi,0.02,,0.68,61,30.6,19.272195,73.172553,2026-08-03 12:07:11.435 -0700
R001726,2026-08-04 00:37:16.000 -0700,A110,Frozen Chicken,Frozen Foods,Surat,Pune,-19.85,52,0.41,78,34.4,13.454621,77.34788,2026-08-03 12:07:16.456 -0700
R001727,2026-08-04 00:37:21.000 -0700,A106,Broccoli,Exotic Fruits & Vegetables,Nashik,Jaipur,1.9,95,0.18,93,60.9,12.523029,77.954589,2026-08-03 12:07:21.454 -0700
R001728,2026-08-04 00:37:26.000 -0700,A104,Antibiotics,Pharmaceuticals,Nagpur,Hyderabad,7.23,50,0.32,40,55.7,17.21587,78.79456,2026-08-03 12:07:26.490 -0700
R001729,2026-08-04 00:37:31.000 -0700,A108,Dragon Fruit,Exotic Fruits & Vegetables,Kolkata,Guwahati,,,0.39,63,39.8,17.627675,78.047454,2026-08-03 12:07:31.479 -0700
R001730,2026-08-04 00:37:36.000 -0700,A107,Broccoli,Exotic Fruits & Vegetables,Surat,Pune,8.85,100,0.14,58,69.9,13.413159,77.228055,2026-08-03 12:07:36.521 -0700
R001731,2026-08-04 00:37:41.000 -0700,A113,Antibiotics,Pharmaceuticals,Hyderabad,Chennai,3.67,49,0.17,95,47.7,17.840055,78.969063,2026-08-03 12:07:41.507 -0700
R001732,2026-08-04 00:37:46.000 -0700,A102,Frozen Fish,Frozen Foods,Nagpur,Raipur,-18.23,46,0.57,79,60.5,9.664257,76.33578,2026-08-03 12:07:46.542 -0700
R001733,2026-08-04 00:37:51.000 -0700,A105,Cauliflower,Vegetables,Bengaluru,Kochi,0.11,96,0.34,87,84,30.090779,76.812542,2026-08-03 12:07:51.545 -0700
R001734,2026-08-04 00:37:56.000 -0700,A108,Broccoli,Exotic Fruits & Vegetables,Bengaluru,Kochi,2.65,95,0.12,43,62.8,12.844384,77.488097,2026-08-03 12:07:56.577 -0700
R001735,2026-08-04 00:38:01.000 -0700,A110,Potato,Vegetables,Bengaluru,Kochi,5.27,95,0.41,71,43,22.559493,75.70384,2026-08-03 12:08:01.562 -0700
R001736,2026-08-04 00:38:06.000 -0700,A104,Apple,Fruits,Kolkata,Guwahati,3.1,90,0.11,51,72.4,34.391981,74.12596,2026-08-03 12:08:06.566 -0700
R001737,2026-08-04 00:38:11.000 -0700,A111,Green Peas,Vegetables,Pune,Hyderabad,0.71,92,0.18,45,70.7,30.801411,76.465347,2026-08-03 12:08:11.571 -0700
R001738,2026-08-04 00:38:16.000 -0700,A105,Green Peas,Vegetables,Kochi,Bengaluru,1.34,92,0.79,64,56.5,30.140056,76.322071,2026-08-03 12:08:16.606 -0700
R001739,2026-08-04 00:38:21.000 -0700,A108,Cabbage,Vegetables,Kochi,Mumbai,0.6,100,0.68,100,68.8,30.446073,76.363898,2026-08-03 12:08:21.598 -0700
R001740,2026-08-04 00:38:26.000 -0700,A109,Frozen Chicken,Frozen Foods,Nashik,Jaipur,-19.28,52,0.88,45,35.9,12.550355,77.07454,2026-08-03 12:08:26.601 -0700
R001741,2026-08-04 00:38:31.000 -0700,A113,Vaccines,Pharmaceuticals,Pune,Lucknow,5.06,44,0.11,42,75.5,17.381482,78.896018,2026-08-03 12:08:31.605 -0700
R001742,2026-08-04 00:38:36.000 -0700,A107,Carrot,Vegetables,Hyderabad,Bengaluru,2.88,100,0.38,66,49.6,30.524846,76.389542,2026-08-03 12:08:36.642 -0700
R001743,2026-08-04 00:38:41.000 -0700,A109,Mango,Fruits,Kochi,Bengaluru,12.65,90,0.72,94,65.2,19.187286,74.917284,2026-08-03 12:08:41.633 -0700
R001744,2026-08-04 00:38:46.000 -0700,A104,Green Peas,Vegetables,Nagpur,Raipur,0.94,95,0.22,56,48.6,30.502624,76.135089,2026-08-03 12:08:46.642 -0700
R001745,2026-08-04 00:38:51.000 -0700,A102,Biologics,Pharmaceuticals,Kolkata,Guwahati,6.05,46,0.45,63,49.8,17.546,78.78324,2026-08-03 12:08:51.644 -0700
R001746,2026-08-04 00:38:56.000 -0700,A103,Frozen Meat,Frozen Foods,Mumbai,Ahmedabad,-18.35,59,0.82,46,73.8,19.633674,72.817136,2026-08-03 12:08:56.676 -0700
R001747,2026-08-04 00:39:01.000 -0700,A109,Insulin,Pharmaceuticals,Delhi,Amritsar,3.86,36,0.2,60,46.5,17.900964,78.037598,2026-08-03 12:09:01.667 -0700
R001748,2026-08-04 00:39:06.000 -0700,A114,Orange,Fruits,Bengaluru,Chennai,4.65,,0.8,97,88.6,21.716208,79.626401,2026-08-03 12:09:06.697 -0700
R001749,2026-08-04 00:39:11.000 -0700,A104,Frozen Peas,Frozen Foods,Pune,Nagpur,-19.2,45,0.93,85,33,30.124925,76.218902,2026-08-03 12:09:11.690 -0700
R001750,2026-08-04 00:39:16.000 -0700,A102,Banana,Fruits,Delhi,Amritsar,14.53,89,0.64,88,30.2,17.366554,81.112101,2026-08-03 12:09:16.729 -0700
R001751,2026-08-04 00:39:21.000 -0700,A102,Frozen Meat,Frozen Foods,Indore,Bhopal,-19.55,56,0.58,73,75.4,19.612299,73.016177,2026-08-03 12:09:21.728 -0700
R001752,2026-08-04 00:39:26.000 -0700,A110,Carrot,Vegetables,Surat,Pune,5.52,96,0.26,48,49.2,30.123179,76.316782,2026-08-03 12:09:26.752 -0700
R001753,2026-08-04 00:39:31.000 -0700,A107,Avocados,Exotic Fruits & Vegetables,Pune,Nagpur,12.61,66,0.64,43,32.4,12.915648,77.209467,2026-08-03 12:09:31.744 -0700
R001754,2026-08-04 00:39:36.000 -0700,A102,Biologics,Pharmaceuticals,Indore,Delhi,,50,0.46,94,39.9,17.34713,78.343317,2026-08-03 12:09:36.767 -0700
R001755,2026-08-04 00:39:41.000 -0700,A110,Carrot,Vegetables,Hyderabad,Kolkata,,100,0.14,61,72.2,30.827048,76.098898,2026-08-03 12:09:41.767 -0700
R001756,2026-08-04 00:39:46.000 -0700,A107,Antibiotics,Pharmaceuticals,Kochi,Bengaluru,4.27,36,0.23,86,82.1,17.604627,78.199383,2026-08-03 12:09:46.782 -0700
R001757,2026-08-04 00:39:51.000 -0700,A108,Capsicum,Vegetables,Nagpur,Raipur,9.9,92,0.76,70,51.8,13.290407,77.598298,2026-08-03 12:09:51.795 -0700
R001758,2026-08-04 00:39:56.000 -0700,A101,Antibiotics,Pharmaceuticals,Bengaluru,Kochi,4.68,37,0.2,53,82.1,17.176541,78.533911,2026-08-03 12:09:56.806 -0700
R001759,2026-08-04 00:40:01.000 -0700,A102,Orange,Fruits,Bengaluru,Kochi,3.86,89,0.28,60,89.9,20.146308,78.750157,2026-08-03 12:10:01.834 -0700
R001760,2026-08-04 00:40:06.000 -0700,A111,Pineapple,Fruits,Nagpur,Raipur,8.73,86,0.66,68,53,10.644045,76.588247,2026-08-03 12:10:06.863 -0700
R001761,2026-08-04 00:40:11.000 -0700,A104,Dragon Fruit,Exotic Fruits & Vegetables,Mumbai,Jaipur,6.4,86,0.31,87,73.2,17.491061,78.80434,2026-08-03 12:10:11.892 -0700
R001762,2026-08-04 00:40:16.000 -0700,A114,Carrot,Vegetables,Ahmedabad,Chandigarh,2.74,99,0.28,46,43.4,30.842342,76.279221,2026-08-03 12:10:16.909 -0700
R001763,2026-08-04 00:40:21.000 -0700,A103,Insulin,Pharmaceuticals,Lucknow,Patna,2.3,47,0.18,70,63.4,17.08719,78.626494,2026-08-03 12:10:21.909 -0700
R001764,2026-08-04 00:40:26.000 -0700,A111,Kiwi,Exotic Fruits & Vegetables,Visakhapatnam,Bhubaneswar,0.84,91,0.27,50,65.5,13.284663,77.07693,2026-08-03 12:10:26.910 -0700
R001765,2026-08-04 00:40:31.000 -0700,A111,Pineapple,Fruits,Ahmedabad,Delhi,9.47,,0.71,66,41.1,11.496926,76.998496,2026-08-03 12:10:31.952 -0700
R001766,2026-08-04 00:40:36.000 -0700,A107,Frozen French Fries,Frozen Foods,Ahmedabad,Chandigarh,-18.12,40,0.83,54,37.2,19.586282,72.523267,2026-08-03 12:10:36.966 -0700
R001767,2026-08-04 00:40:41.000 -0700,A108,Ice Cream,Frozen Foods,Nagpur,Hyderabad,-19.45,60,0.17,61,86,19.439815,73.418423,2026-08-03 12:10:41.985 -0700
R001768,2026-08-04 00:40:46.000 -0700,A104,Frozen Meat,Frozen Foods,Chennai,Coimbatore,-18.38,55,0.81,53,30.7,19.930203,73.062265,2026-08-03 12:10:47.008 -0700
R001769,2026-08-04 00:40:51.000 -0700,A114,Papaya,Fruits,Nagpur,Hyderabad,12.96,89,0.56,61,61.9,16.971156,78.397687,2026-08-03 12:10:52.036 -0700
R001770,2026-08-04 00:40:56.000 -0700,A112,Capsicum,Vegetables,Hyderabad,Bengaluru,9.65,95,0.55,83,63,13.455573,77.152766,2026-08-03 12:10:57.021 -0700
